source, node_id: 4, sample: 73, mean: 42.810, variance: 835.173 , time: 576090194 #
source, node_id: 4, sample: 55, mean: 42.580, variance: 824.223 , time: 580480836 #
source, node_id: 4, sample: 59, mean: 42.970, variance: 821.669 , time: 585519879 #
source, node_id: 4, sample: 25, mean: 42.430, variance: 811.625 , time: 589926105 #
source, node_id: 4, sample: 53, mean: 42.790, variance: 806.145 , time: 595793335 #
source, node_id: 4, sample: 34, mean: 42.290, variance: 789.685 , time: 600090220 #
source, node_id: 4, sample: -2, mean: 41.540, variance: 799.308 , time: 605644862 #
source, node_id: 4, sample: 1, mean: 41.009, variance: 813.910 , time: 611378914 #
source, node_id: 4, sample: 83, mean: 41.459, variance: 831.248 , time: 615637085 #
source, node_id: 4, sample: 76, mean: 42.099, variance: 834.090 , time: 620808670 #
source, node_id: 4, sample: 83, mean: 42.669, variance: 847.901 , time: 625254254 #
source, node_id: 4, sample: 46, mean: 42.869, variance: 845.193 , time: 630191789 #
source, node_id: 4, sample: 88, mean: 43.229, variance: 864.597 , time: 634215209 #
source, node_id: 4, sample: 69, mean: 43.319, variance: 868.417 , time: 638793352 #
source, node_id: 4, sample: 51, mean: 43.869, variance: 846.313 , time: 643769914 #
source, node_id: 4, sample: -1, mean: 43.270, variance: 863.797 , time: 648863499 #
source, node_id: 4, sample: 86, mean: 43.709, variance: 881.845 , time: 653168327 #
source, node_id: 4, sample: 86, mean: 43.790, variance: 887.965 , time: 658652743 #
source, node_id: 4, sample: 61, mean: 43.549, variance: 873.887 , time: 664644967 #
source, node_id: 4, sample: 47, mean: 43.990, variance: 857.369 , time: 669566794 #
source, node_id: 4, sample: 72, mean: 44.450, variance: 861.767 , time: 674762084 #
source, node_id: 4, sample: 84, mean: 44.819, variance: 877.207 , time: 679449565 #
source, node_id: 4, sample: 17, mean: 44.400, variance: 882.760 , time: 684223038 #
source, node_id: 4, sample: -1, mean: 43.610, variance: 891.457 , time: 688847870 #
source, node_id: 4, sample: 80, mean: 43.709, variance: 897.726 , time: 694308982 #
source, node_id: 4, sample: 20, mean: 43.069, variance: 886.705 , time: 699074432 #
source, node_id: 4, sample: 58, mean: 42.830, variance: 873.720 , time: 703988685 #
source, node_id: 4, sample: 30, mean: 43.110, variance: 858.617 , time: 709191755 #
source, node_id: 4, sample: 25, mean: 42.990, variance: 861.509 , time: 713293402 #
source, node_id: 4, sample: 47, mean: 43.349, variance: 851.307 , time: 718012064 #
source, node_id: 4, sample: 32, mean: 43.619, variance: 837.815 , time: 722441841 #
