[INFO: Main      ] Starting Contiki-NG
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 1
[INFO: Main      ] Link-layer address: 0012.7401.0001.0101
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:7401:1:101
[INFO: Sky       ] CC2420 CCA threshold -45
aggregator, node_id: 3, sample: 74.000, missed_samples: 0, msg_ids_in_msg: [1, 1, 1], node_ids_in_msg: [7, 8, 9] , time: 3575424 #
aggregator, node_id: 2, sample: 70.729, missed_samples: 0, msg_ids_in_msg: [89, 91, 91], node_ids_in_msg: [4, 5, 6] , time: 358638139 #
aggregator, node_id: 3, sample: 5.327, missed_samples: 0, msg_ids_in_msg: [88, 92, 90], node_ids_in_msg: [7, 8, 9] , time: 361325541 #
aggregator, node_id: 2, sample: 14.592, missed_samples: 0, msg_ids_in_msg: [90, 92, 92], node_ids_in_msg: [4, 5, 6] , time: 362302236 #
aggregator, node_id: 3, sample: 70.502, missed_samples: 0, msg_ids_in_msg: [89, 93, 91], node_ids_in_msg: [7, 8, 9] , time: 364927186 #
aggregator, node_id: 2, sample: 41.163, missed_samples: 0, msg_ids_in_msg: [91, 93, 93], node_ids_in_msg: [4, 5, 6] , time: 366325647 #
aggregator, node_id: 3, sample: 76.642, missed_samples: 0, msg_ids_in_msg: [90, 94, 92], node_ids_in_msg: [7, 8, 9] , time: 369122505 #
aggregator, node_id: 2, sample: 54.446, missed_samples: 1, msg_ids_in_msg: [92, 94, 94], node_ids_in_msg: [4, 5, 6] , time: 371130335 #
aggregator, node_id: 3, sample: 46.726, missed_samples: 0, msg_ids_in_msg: [91, 95, 93], node_ids_in_msg: [7, 8, 9] , time: 372786585 #
aggregator, node_id: 2, sample: 57.631, missed_samples: 0, msg_ids_in_msg: [93, 96, 95], node_ids_in_msg: [4, 5, 6] , time: 375950646 #
aggregator, node_id: 3, sample: 47.757, missed_samples: 0, msg_ids_in_msg: [92, 96, 94], node_ids_in_msg: [7, 8, 9] , time: 376575645 #
aggregator, node_id: 2, sample: 10.443, missed_samples: 0, msg_ids_in_msg: [94, 97, 96], node_ids_in_msg: [4, 5, 6] , time: 378976635 #
aggregator, node_id: 3, sample: 45.878, missed_samples: 0, msg_ids_in_msg: [93, 97, 95], node_ids_in_msg: [7, 8, 9] , time: 381028781 #
aggregator, node_id: 2, sample: 37.875, missed_samples: 0, msg_ids_in_msg: [95, 98, 97], node_ids_in_msg: [4, 5, 6] , time: 383716249 #
aggregator, node_id: 3, sample: 59.759, missed_samples: 0, msg_ids_in_msg: [94, 98, 96], node_ids_in_msg: [7, 8, 9] , time: 384950650 #
aggregator, node_id: 2, sample: 37.492, missed_samples: 0, msg_ids_in_msg: [96, 99, 98], node_ids_in_msg: [4, 5, 6] , time: 387817840 #
aggregator, node_id: 3, sample: 57.069, missed_samples: 0, msg_ids_in_msg: [95, 99, 97], node_ids_in_msg: [7, 8, 9] , time: 388669308 #
aggregator, node_id: 2, sample: 28.196, missed_samples: 0, msg_ids_in_msg: [97, 100, 99], node_ids_in_msg: [4, 5, 6] , time: 391732244 #
aggregator, node_id: 3, sample: 50.727, missed_samples: 0, msg_ids_in_msg: [96, 100, 98], node_ids_in_msg: [7, 8, 9] , time: 393325995 #
aggregator, node_id: 2, sample: 60.336, missed_samples: 1, msg_ids_in_msg: [98, 101, 100], node_ids_in_msg: [4, 5, 6] , time: 396256029 #
aggregator, node_id: 3, sample: 25.963, missed_samples: 0, msg_ids_in_msg: [97, 101, 99], node_ids_in_msg: [7, 8, 9] , time: 397357254 #
aggregator, node_id: 2, sample: 56.911, missed_samples: 0, msg_ids_in_msg: [99, 103, 101], node_ids_in_msg: [4, 5, 6] , time: 400492544 #
aggregator, node_id: 3, sample: 57.142, missed_samples: 1, msg_ids_in_msg: [98, 102, 100], node_ids_in_msg: [7, 8, 9] , time: 402170091 #
aggregator, node_id: 2, sample: 85.424, missed_samples: 0, msg_ids_in_msg: [100, 104, 102], node_ids_in_msg: [4, 5, 6] , time: 404904820 #
aggregator, node_id: 3, sample: 36.104, missed_samples: 0, msg_ids_in_msg: [100, 103, 101], node_ids_in_msg: [7, 8, 9] , time: 407014190 #
aggregator, node_id: 2, sample: 45.123, missed_samples: 0, msg_ids_in_msg: [101, 105, 103], node_ids_in_msg: [4, 5, 6] , time: 407943896 #
aggregator, node_id: 3, sample: 44.359, missed_samples: 1, msg_ids_in_msg: [101, 104, 102], node_ids_in_msg: [7, 8, 9] , time: 411490781 #
aggregator, node_id: 2, sample: 40.448, missed_samples: 0, msg_ids_in_msg: [102, 106, 104], node_ids_in_msg: [4, 5, 6] , time: 412482947 #
aggregator, node_id: 3, sample: 21.714, missed_samples: 0, msg_ids_in_msg: [102, 106, 103], node_ids_in_msg: [7, 8, 9] , time: 415209505 #
aggregator, node_id: 2, sample: 46.805, missed_samples: 1, msg_ids_in_msg: [103, 107, 105], node_ids_in_msg: [4, 5, 6] , time: 417365753 #
aggregator, node_id: 3, sample: 26.324, missed_samples: 0, msg_ids_in_msg: [103, 107, 104], node_ids_in_msg: [7, 8, 9] , time: 419287627 #
aggregator, node_id: 2, sample: 27.931, missed_samples: 0, msg_ids_in_msg: [104, 108, 107], node_ids_in_msg: [4, 5, 6] , time: 421186090 #
aggregator, node_id: 3, sample: 63.180, missed_samples: 0, msg_ids_in_msg: [104, 108, 105], node_ids_in_msg: [7, 8, 9] , time: 423162628 #
aggregator, node_id: 2, sample: 26.345, missed_samples: 0, msg_ids_in_msg: [105, 109, 108], node_ids_in_msg: [4, 5, 6] , time: 425295434 #
aggregator, node_id: 3, sample: 44.708, missed_samples: 0, msg_ids_in_msg: [105, 109, 106], node_ids_in_msg: [7, 8, 9] , time: 427662641 #
aggregator, node_id: 2, sample: 56.620, missed_samples: 0, msg_ids_in_msg: [106, 110, 109], node_ids_in_msg: [4, 5, 6] , time: 429982969 #
aggregator, node_id: 3, sample: 31.076, missed_samples: 0, msg_ids_in_msg: [106, 110, 107], node_ids_in_msg: [7, 8, 9] , time: 431576616 #
aggregator, node_id: 2, sample: 57.323, missed_samples: 0, msg_ids_in_msg: [107, 111, 110], node_ids_in_msg: [4, 5, 6] , time: 434406993 #
aggregator, node_id: 3, sample: 58.207, missed_samples: 0, msg_ids_in_msg: [107, 111, 108], node_ids_in_msg: [7, 8, 9] , time: 434967319 #
aggregator, node_id: 2, sample: 52.099, missed_samples: 0, msg_ids_in_msg: [108, 112, 111], node_ids_in_msg: [4, 5, 6] , time: 438100045 #
aggregator, node_id: 3, sample: 42.700, missed_samples: 1, msg_ids_in_msg: [108, 112, 109], node_ids_in_msg: [7, 8, 9] , time: 439568890 #
aggregator, node_id: 2, sample: 30.756, missed_samples: 0, msg_ids_in_msg: [109, 113, 112], node_ids_in_msg: [4, 5, 6] , time: 442209495 #
aggregator, node_id: 3, sample: 5.894, missed_samples: 0, msg_ids_in_msg: [109, 114, 110], node_ids_in_msg: [7, 8, 9] , time: 444071084 #
aggregator, node_id: 2, sample: 41.270, missed_samples: 0, msg_ids_in_msg: [110, 114, 113], node_ids_in_msg: [4, 5, 6] , time: 445740744 #
aggregator, node_id: 3, sample: 62.175, missed_samples: 0, msg_ids_in_msg: [110, 115, 111], node_ids_in_msg: [7, 8, 9] , time: 448342321 #
aggregator, node_id: 2, sample: 93.478, missed_samples: 0, msg_ids_in_msg: [111, 115, 114], node_ids_in_msg: [4, 5, 6] , time: 450068892 #
aggregator, node_id: 3, sample: 15.337, missed_samples: 0, msg_ids_in_msg: [111, 116, 112], node_ids_in_msg: [7, 8, 9] , time: 451969531 #
aggregator, node_id: 2, sample: 65.276, missed_samples: 0, msg_ids_in_msg: [112, 116, 115], node_ids_in_msg: [4, 5, 6] , time: 454373562 #
aggregator, node_id: 3, sample: 36.942, missed_samples: 0, msg_ids_in_msg: [112, 117, 113], node_ids_in_msg: [7, 8, 9] , time: 455295454 #
aggregator, node_id: 2, sample: 54.585, missed_samples: 0, msg_ids_in_msg: [113, 117, 116], node_ids_in_msg: [4, 5, 6] , time: 458889183 #
aggregator, node_id: 3, sample: 72.221, missed_samples: 0, msg_ids_in_msg: [113, 118, 114], node_ids_in_msg: [7, 8, 9] , time: 459342314 #
aggregator, node_id: 3, sample: 68.181, missed_samples: 0, msg_ids_in_msg: [114, 119, 115], node_ids_in_msg: [7, 8, 9] , time: 462732945 #
aggregator, node_id: 2, sample: 24.845, missed_samples: 1, msg_ids_in_msg: [114, 118, 117], node_ids_in_msg: [4, 5, 6] , time: 463154820 #
aggregator, node_id: 2, sample: 52.029, missed_samples: 0, msg_ids_in_msg: [115, 119, 119], node_ids_in_msg: [4, 5, 6] , time: 467045369 #
aggregator, node_id: 3, sample: 36.878, missed_samples: 0, msg_ids_in_msg: [115, 120, 116], node_ids_in_msg: [7, 8, 9] , time: 467623563 #
aggregator, node_id: 2, sample: 28.601, missed_samples: 0, msg_ids_in_msg: [116, 120, 120], node_ids_in_msg: [4, 5, 6] , time: 470110550 #
aggregator, node_id: 3, sample: 38.677, missed_samples: 0, msg_ids_in_msg: [116, 121, 117], node_ids_in_msg: [7, 8, 9] , time: 471990761 #
aggregator, node_id: 2, sample: 66.890, missed_samples: 0, msg_ids_in_msg: [117, 121, 121], node_ids_in_msg: [4, 5, 6] , time: 474162607 #
aggregator, node_id: 3, sample: 73.569, missed_samples: 0, msg_ids_in_msg: [117, 122, 118], node_ids_in_msg: [7, 8, 9] , time: 476514186 #
aggregator, node_id: 2, sample: 43.303, missed_samples: 0, msg_ids_in_msg: [118, 122, 122], node_ids_in_msg: [4, 5, 6] , time: 477547895 #
aggregator, node_id: 3, sample: 23.405, missed_samples: 0, msg_ids_in_msg: [118, 123, 119], node_ids_in_msg: [7, 8, 9] , time: 481225141 #
aggregator, node_id: 2, sample: 58.377, missed_samples: 0, msg_ids_in_msg: [119, 123, 123], node_ids_in_msg: [4, 5, 6] , time: 482397004 #
aggregator, node_id: 3, sample: 61.264, missed_samples: 0, msg_ids_in_msg: [119, 124, 120], node_ids_in_msg: [7, 8, 9] , time: 484514201 #
aggregator, node_id: 2, sample: 79.951, missed_samples: 0, msg_ids_in_msg: [120, 124, 124], node_ids_in_msg: [4, 5, 6] , time: 485717325 #
aggregator, node_id: 3, sample: 61.519, missed_samples: 0, msg_ids_in_msg: [120, 125, 121], node_ids_in_msg: [7, 8, 9] , time: 488482934 #
aggregator, node_id: 2, sample: 20.318, missed_samples: 0, msg_ids_in_msg: [121, 125, 125], node_ids_in_msg: [4, 5, 6] , time: 489834508 #
aggregator, node_id: 3, sample: 66.254, missed_samples: 0, msg_ids_in_msg: [121, 126, 122], node_ids_in_msg: [7, 8, 9] , time: 491998554 #
aggregator, node_id: 2, sample: 57.979, missed_samples: 0, msg_ids_in_msg: [122, 126, 126], node_ids_in_msg: [4, 5, 6] , time: 494193886 #
aggregator, node_id: 3, sample: 29.593, missed_samples: 0, msg_ids_in_msg: [122, 127, 123], node_ids_in_msg: [7, 8, 9] , time: 496303274 #
aggregator, node_id: 2, sample: 82.633, missed_samples: 0, msg_ids_in_msg: [123, 127, 127], node_ids_in_msg: [4, 5, 6] , time: 497615736 #
aggregator, node_id: 3, sample: 32.978, missed_samples: 0, msg_ids_in_msg: [123, 128, 124], node_ids_in_msg: [7, 8, 9] , time: 500303264 #
aggregator, node_id: 2, sample: 69.206, missed_samples: 0, msg_ids_in_msg: [124, 128, 128], node_ids_in_msg: [4, 5, 6] , time: 502404808 #
aggregator, node_id: 3, sample: 20.346, missed_samples: 0, msg_ids_in_msg: [124, 129, 125], node_ids_in_msg: [7, 8, 9] , time: 505076717 #
aggregator, node_id: 2, sample: 54.799, missed_samples: 0, msg_ids_in_msg: [125, 129, 129], node_ids_in_msg: [4, 5, 6] , time: 507342320 #
aggregator, node_id: 3, sample: 54.172, missed_samples: 0, msg_ids_in_msg: [125, 130, 126], node_ids_in_msg: [7, 8, 9] , time: 508482942 #
aggregator, node_id: 2, sample: 31.499, missed_samples: 0, msg_ids_in_msg: [126, 130, 130], node_ids_in_msg: [4, 5, 6] , time: 511100167 #
aggregator, node_id: 3, sample: 16.067, missed_samples: 0, msg_ids_in_msg: [126, 131, 127], node_ids_in_msg: [7, 8, 9] , time: 511920358 #
aggregator, node_id: 3, sample: 32.147, missed_samples: 0, msg_ids_in_msg: [127, 132, 128], node_ids_in_msg: [7, 8, 9] , time: 515256383 #
aggregator, node_id: 2, sample: 38.827, missed_samples: 1, msg_ids_in_msg: [127, 131, 131], node_ids_in_msg: [4, 5, 6] , time: 515842323 #
aggregator, node_id: 3, sample: 54.765, missed_samples: 0, msg_ids_in_msg: [128, 133, 129], node_ids_in_msg: [7, 8, 9] , time: 520274335 #
aggregator, node_id: 2, sample: 64.162, missed_samples: 1, msg_ids_in_msg: [128, 132, 133], node_ids_in_msg: [4, 5, 6] , time: 520647004 #
aggregator, node_id: 3, sample: 19.303, missed_samples: 0, msg_ids_in_msg: [129, 134, 130], node_ids_in_msg: [7, 8, 9] , time: 523920470 #
aggregator, node_id: 2, sample: 46.695, missed_samples: 0, msg_ids_in_msg: [130, 133, 134], node_ids_in_msg: [4, 5, 6] , time: 524318891 #
aggregator, node_id: 2, sample: 60.454, missed_samples: 0, msg_ids_in_msg: [131, 134, 135], node_ids_in_msg: [4, 5, 6] , time: 527607950 #
aggregator, node_id: 3, sample: 45.772, missed_samples: 0, msg_ids_in_msg: [130, 135, 131], node_ids_in_msg: [7, 8, 9] , time: 528311078 #
aggregator, node_id: 2, sample: 40.604, missed_samples: 0, msg_ids_in_msg: [132, 135, 136], node_ids_in_msg: [4, 5, 6] , time: 531686078 #
aggregator, node_id: 3, sample: 55.148, missed_samples: 0, msg_ids_in_msg: [131, 136, 132], node_ids_in_msg: [7, 8, 9] , time: 531725147 #
aggregator, node_id: 3, sample: 15.525, missed_samples: 0, msg_ids_in_msg: [132, 137, 133], node_ids_in_msg: [7, 8, 9] , time: 535467319 #
aggregator, node_id: 2, sample: 50.949, missed_samples: 0, msg_ids_in_msg: [133, 136, 137], node_ids_in_msg: [4, 5, 6] , time: 536125730 #
aggregator, node_id: 3, sample: 32.372, missed_samples: 0, msg_ids_in_msg: [133, 138, 134], node_ids_in_msg: [7, 8, 9] , time: 539022036 #
aggregator, node_id: 2, sample: 53.130, missed_samples: 0, msg_ids_in_msg: [134, 137, 138], node_ids_in_msg: [4, 5, 6] , time: 540717324 #
aggregator, node_id: 3, sample: 79.661, missed_samples: 0, msg_ids_in_msg: [134, 139, 135], node_ids_in_msg: [7, 8, 9] , time: 543631383 #
aggregator, node_id: 2, sample: 46.960, missed_samples: 0, msg_ids_in_msg: [135, 138, 139], node_ids_in_msg: [4, 5, 6] , time: 544514827 #
aggregator, node_id: 3, sample: 72.170, missed_samples: 0, msg_ids_in_msg: [135, 140, 136], node_ids_in_msg: [7, 8, 9] , time: 547748580 #
aggregator, node_id: 2, sample: 63.231, missed_samples: 0, msg_ids_in_msg: [136, 139, 140], node_ids_in_msg: [4, 5, 6] , time: 549506398 #
aggregator, node_id: 3, sample: 35.539, missed_samples: 1, msg_ids_in_msg: [136, 141, 137], node_ids_in_msg: [7, 8, 9] , time: 552232923 #
aggregator, node_id: 2, sample: 38.397, missed_samples: 0, msg_ids_in_msg: [137, 140, 141], node_ids_in_msg: [4, 5, 6] , time: 553037633 #
aggregator, node_id: 3, sample: 12.314, missed_samples: 0, msg_ids_in_msg: [137, 142, 139], node_ids_in_msg: [7, 8, 9] , time: 557102337 #
aggregator, node_id: 2, sample: 63.183, missed_samples: 0, msg_ids_in_msg: [138, 141, 142], node_ids_in_msg: [4, 5, 6] , time: 557428279 #
aggregator, node_id: 3, sample: 54.846, missed_samples: 0, msg_ids_in_msg: [138, 143, 140], node_ids_in_msg: [7, 8, 9] , time: 560772001 #
aggregator, node_id: 2, sample: 67.011, missed_samples: 0, msg_ids_in_msg: [139, 142, 143], node_ids_in_msg: [4, 5, 6] , time: 562154739 #
aggregator, node_id: 3, sample: 65.375, missed_samples: 0, msg_ids_in_msg: [139, 144, 141], node_ids_in_msg: [7, 8, 9] , time: 564061069 #
aggregator, node_id: 2, sample: 31.914, missed_samples: 0, msg_ids_in_msg: [140, 143, 144], node_ids_in_msg: [4, 5, 6] , time: 566328935 #
aggregator, node_id: 3, sample: 56.058, missed_samples: 0, msg_ids_in_msg: [140, 145, 142], node_ids_in_msg: [7, 8, 9] , time: 567688248 #
aggregator, node_id: 2, sample: 74.201, missed_samples: 0, msg_ids_in_msg: [141, 144, 145], node_ids_in_msg: [4, 5, 6] , time: 570584515 #
aggregator, node_id: 3, sample: 46.938, missed_samples: 0, msg_ids_in_msg: [141, 146, 143], node_ids_in_msg: [7, 8, 9] , time: 572139197 #
aggregator, node_id: 2, sample: 56.571, missed_samples: 0, msg_ids_in_msg: [142, 145, 146], node_ids_in_msg: [4, 5, 6] , time: 574436065 #
aggregator, node_id: 3, sample: 38.117, missed_samples: 0, msg_ids_in_msg: [142, 147, 144], node_ids_in_msg: [7, 8, 9] , time: 576764206 #
aggregator, node_id: 2, sample: 55.355, missed_samples: 0, msg_ids_in_msg: [143, 146, 147], node_ids_in_msg: [4, 5, 6] , time: 577811069 #
aggregator, node_id: 3, sample: 90.716, missed_samples: 0, msg_ids_in_msg: [143, 148, 145], node_ids_in_msg: [7, 8, 9] , time: 580508589 #
aggregator, node_id: 2, sample: 62.342, missed_samples: 0, msg_ids_in_msg: [144, 147, 148], node_ids_in_msg: [4, 5, 6] , time: 581990766 #
aggregator, node_id: 3, sample: 38.181, missed_samples: 1, msg_ids_in_msg: [144, 149, 146], node_ids_in_msg: [7, 8, 9] , time: 585576703 #
aggregator, node_id: 2, sample: 66.282, missed_samples: 0, msg_ids_in_msg: [145, 148, 149], node_ids_in_msg: [4, 5, 6] , time: 586529807 #
aggregator, node_id: 2, sample: 47.075, missed_samples: 0, msg_ids_in_msg: [146, 149, 150], node_ids_in_msg: [4, 5, 6] , time: 589857852 #
aggregator, node_id: 3, sample: 88.400, missed_samples: 0, msg_ids_in_msg: [146, 150, 147], node_ids_in_msg: [7, 8, 9] , time: 590029809 #
aggregator, node_id: 2, sample: 80.648, missed_samples: 0, msg_ids_in_msg: [147, 150, 151], node_ids_in_msg: [4, 5, 6] , time: 594100128 #
aggregator, node_id: 3, sample: 42.235, missed_samples: 0, msg_ids_in_msg: [147, 151, 148], node_ids_in_msg: [7, 8, 9] , time: 594303277 #
aggregator, node_id: 3, sample: 86.343, missed_samples: 0, msg_ids_in_msg: [148, 152, 149], node_ids_in_msg: [7, 8, 9] , time: 597873587 #
aggregator, node_id: 2, sample: 30.717, missed_samples: 0, msg_ids_in_msg: [148, 151, 152], node_ids_in_msg: [4, 5, 6] , time: 598256409 #
aggregator, node_id: 3, sample: 30.966, missed_samples: 0, msg_ids_in_msg: [149, 153, 150], node_ids_in_msg: [7, 8, 9] , time: 601607964 #
aggregator, node_id: 2, sample: 46.682, missed_samples: 0, msg_ids_in_msg: [149, 152, 153], node_ids_in_msg: [4, 5, 6] , time: 601934642 #
aggregator, node_id: 3, sample: 12.663, missed_samples: 0, msg_ids_in_msg: [150, 154, 151], node_ids_in_msg: [7, 8, 9] , time: 605295467 #
aggregator, node_id: 2, sample: 42.388, missed_samples: 0, msg_ids_in_msg: [150, 153, 154], node_ids_in_msg: [4, 5, 6] , time: 605701709 #
aggregator, node_id: 3, sample: 53.778, missed_samples: 0, msg_ids_in_msg: [151, 155, 152], node_ids_in_msg: [7, 8, 9] , time: 609180595 #
aggregator, node_id: 2, sample: 64.818, missed_samples: 0, msg_ids_in_msg: [151, 154, 155], node_ids_in_msg: [4, 5, 6] , time: 610553276 #
aggregator, node_id: 2, sample: 36.997, missed_samples: 0, msg_ids_in_msg: [152, 155, 156], node_ids_in_msg: [4, 5, 6] , time: 613592350 #
aggregator, node_id: 2, sample: 39.543, missed_samples: 0, msg_ids_in_msg: [153, 156, 157], node_ids_in_msg: [4, 5, 6] , time: 616826691 #
aggregator, node_id: 3, sample: 55.532, missed_samples: 3, msg_ids_in_msg: [151, 156, 0], node_ids_in_msg: [7, 8, 0] , time: 618529118 #
aggregator, node_id: 2, sample: 57.266, missed_samples: 0, msg_ids_in_msg: [154, 157, 158], node_ids_in_msg: [4, 5, 6] , time: 620553251 #
aggregator, node_id: 2, sample: 59.259, missed_samples: 0, msg_ids_in_msg: [155, 158, 159], node_ids_in_msg: [4, 5, 6] , time: 625092317 #
aggregator, node_id: 3, sample: 20.527, missed_samples: 2, msg_ids_in_msg: [151, 158, 0], node_ids_in_msg: [7, 8, 0] , time: 626224437 #
aggregator, node_id: 2, sample: 53.145, missed_samples: 0, msg_ids_in_msg: [156, 159, 160], node_ids_in_msg: [4, 5, 6] , time: 629920444 #
aggregator, node_id: 2, sample: 60.422, missed_samples: 0, msg_ids_in_msg: [157, 160, 161], node_ids_in_msg: [4, 5, 6] , time: 633576679 #
aggregator, node_id: 3, sample: 50.021, missed_samples: 3, msg_ids_in_msg: [151, 160, 0], node_ids_in_msg: [7, 8, 0] , time: 636732178 #
aggregator, node_id: 2, sample: 42.316, missed_samples: 0, msg_ids_in_msg: [158, 161, 162], node_ids_in_msg: [4, 5, 6] , time: 636889178 #
aggregator, node_id: 2, sample: 47.248, missed_samples: 0, msg_ids_in_msg: [159, 162, 163], node_ids_in_msg: [4, 5, 6] , time: 640522119 #
aggregator, node_id: 3, sample: 50.213, missed_samples: 2, msg_ids_in_msg: [151, 162, 0], node_ids_in_msg: [7, 8, 0] , time: 644406412 #
aggregator, node_id: 2, sample: 61.677, missed_samples: 0, msg_ids_in_msg: [160, 163, 164], node_ids_in_msg: [4, 5, 6] , time: 644623565 #
aggregator, node_id: 2, sample: 16.102, missed_samples: 0, msg_ids_in_msg: [161, 164, 165], node_ids_in_msg: [4, 5, 6] , time: 649200203 #
aggregator, node_id: 3, sample: 45.725, missed_samples: 2, msg_ids_in_msg: [151, 165, 0], node_ids_in_msg: [7, 8, 0] , time: 651966632 #
aggregator, node_id: 2, sample: 68.131, missed_samples: 0, msg_ids_in_msg: [162, 165, 166], node_ids_in_msg: [4, 5, 6] , time: 653037618 #
aggregator, node_id: 2, sample: 49.572, missed_samples: 0, msg_ids_in_msg: [163, 166, 167], node_ids_in_msg: [4, 5, 6] , time: 658021998 #
aggregator, node_id: 3, sample: 22.904, missed_samples: 2, msg_ids_in_msg: [151, 167, 0], node_ids_in_msg: [7, 8, 0] , time: 659357249 #
aggregator, node_id: 2, sample: 11.043, missed_samples: 0, msg_ids_in_msg: [164, 167, 168], node_ids_in_msg: [4, 5, 6] , time: 662514112 #
aggregator, node_id: 2, sample: 79.154, missed_samples: 0, msg_ids_in_msg: [165, 168, 169], node_ids_in_msg: [4, 5, 6] , time: 666740753 #
aggregator, node_id: 3, sample: 63.345, missed_samples: 2, msg_ids_in_msg: [151, 169, 0], node_ids_in_msg: [7, 8, 0] , time: 667818174 #
aggregator, node_id: 2, sample: 56.541, missed_samples: 0, msg_ids_in_msg: [166, 169, 170], node_ids_in_msg: [4, 5, 6] , time: 670373570 #
aggregator, node_id: 2, sample: 50.713, missed_samples: 0, msg_ids_in_msg: [167, 170, 171], node_ids_in_msg: [4, 5, 6] , time: 673967342 #
aggregator, node_id: 3, sample: 82.088, missed_samples: 2, msg_ids_in_msg: [151, 171, 0], node_ids_in_msg: [7, 8, 0] , time: 675974354 #
aggregator, node_id: 2, sample: 56.953, missed_samples: 0, msg_ids_in_msg: [168, 171, 172], node_ids_in_msg: [4, 5, 6] , time: 677967313 #
aggregator, node_id: 2, sample: 61.763, missed_samples: 0, msg_ids_in_msg: [169, 172, 173], node_ids_in_msg: [4, 5, 6] , time: 682818874 #
aggregator, node_id: 3, sample: 68.874, missed_samples: 2, msg_ids_in_msg: [151, 173, 0], node_ids_in_msg: [7, 8, 0] , time: 683419765 #
aggregator, node_id: 2, sample: 67.080, missed_samples: 1, msg_ids_in_msg: [170, 173, 174], node_ids_in_msg: [4, 5, 6] , time: 687585796 #
aggregator, node_id: 2, sample: 11.641, missed_samples: 0, msg_ids_in_msg: [171, 175, 175], node_ids_in_msg: [4, 5, 6] , time: 691037630 #
aggregator, node_id: 3, sample: 57.066, missed_samples: 2, msg_ids_in_msg: [151, 175, 0], node_ids_in_msg: [7, 8, 0] , time: 691443104 #
aggregator, node_id: 2, sample: 30.717, missed_samples: 0, msg_ids_in_msg: [172, 176, 176], node_ids_in_msg: [4, 5, 6] , time: 694475146 #
aggregator, node_id: 2, sample: 53.827, missed_samples: 0, msg_ids_in_msg: [173, 177, 177], node_ids_in_msg: [4, 5, 6] , time: 698068902 #
aggregator, node_id: 3, sample: 47.761, missed_samples: 2, msg_ids_in_msg: [151, 177, 0], node_ids_in_msg: [7, 8, 0] , time: 699232256 #
aggregator, node_id: 2, sample: 27.079, missed_samples: 0, msg_ids_in_msg: [174, 178, 178], node_ids_in_msg: [4, 5, 6] , time: 702810990 #
aggregator, node_id: 2, sample: 34.503, missed_samples: 0, msg_ids_in_msg: [175, 179, 179], node_ids_in_msg: [4, 5, 6] , time: 707329036 #
aggregator, node_id: 3, sample: 47.258, missed_samples: 2, msg_ids_in_msg: [151, 179, 0], node_ids_in_msg: [7, 8, 0] , time: 707763479 #
aggregator, node_id: 2, sample: 41.934, missed_samples: 0, msg_ids_in_msg: [176, 180, 180], node_ids_in_msg: [4, 5, 6] , time: 711287650 #
aggregator, node_id: 2, sample: 44.653, missed_samples: 0, msg_ids_in_msg: [177, 181, 181], node_ids_in_msg: [4, 5, 6] , time: 714584496 #
aggregator, node_id: 3, sample: 24.851, missed_samples: 2, msg_ids_in_msg: [151, 181, 0], node_ids_in_msg: [7, 8, 0] , time: 716328379 #
aggregator, node_id: 2, sample: 66.713, missed_samples: 0, msg_ids_in_msg: [178, 182, 182], node_ids_in_msg: [4, 5, 6] , time: 718420445 #
aggregator, node_id: 2, sample: 65.716, missed_samples: 0, msg_ids_in_msg: [179, 183, 183], node_ids_in_msg: [4, 5, 6] , time: 721967315 #
aggregator, node_id: 3, sample: 58.851, missed_samples: 2, msg_ids_in_msg: [151, 183, 0], node_ids_in_msg: [7, 8, 0] , time: 724349439 #
aggregator, node_id: 2, sample: 25.734, missed_samples: 0, msg_ids_in_msg: [180, 184, 184], node_ids_in_msg: [4, 5, 6] , time: 726545474 #
aggregator, node_id: 2, sample: 43.815, missed_samples: 0, msg_ids_in_msg: [181, 185, 185], node_ids_in_msg: [4, 5, 6] , time: 730295445 #
aggregator, node_id: 3, sample: 51.654, missed_samples: 3, msg_ids_in_msg: [151, 185, 0], node_ids_in_msg: [7, 8, 0] , time: 734429846 #
aggregator, node_id: 2, sample: 56.884, missed_samples: 0, msg_ids_in_msg: [182, 186, 186], node_ids_in_msg: [4, 5, 6] , time: 734772016 #
aggregator, node_id: 2, sample: 44.875, missed_samples: 1, msg_ids_in_msg: [183, 187, 187], node_ids_in_msg: [4, 5, 6] , time: 739633789 #
aggregator, node_id: 3, sample: 86.516, missed_samples: 2, msg_ids_in_msg: [151, 188, 0], node_ids_in_msg: [7, 8, 0] , time: 742935365 #
aggregator, node_id: 2, sample: 65.082, missed_samples: 0, msg_ids_in_msg: [184, 189, 188], node_ids_in_msg: [4, 5, 6] , time: 743764095 #
aggregator, node_id: 2, sample: 46.766, missed_samples: 1, msg_ids_in_msg: [185, 190, 189], node_ids_in_msg: [4, 5, 6] , time: 748404809 #
aggregator, node_id: 3, sample: 34.615, missed_samples: 2, msg_ids_in_msg: [151, 189, 0], node_ids_in_msg: [7, 8, 0] , time: 750865069 #
