[INFO: Main      ] Starting Contiki-NG
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 1
[INFO: Main      ] Link-layer address: 0012.7401.0001.0101
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:7401:1:101
[INFO: Sky       ] CC2420 CCA threshold -45
aggregator, node_id: 3, sample: 74.000, missed_samples: 0, msg_ids_in_msg: [1, 1, 1], node_ids_in_msg: [7, 8, 9] , time: 3575424 #
aggregator, node_id: 2, sample: 43.045, missed_samples: 0, msg_ids_in_msg: [186, 191, 191], node_ids_in_msg: [4, 5, 6] , time: 752326608 #
aggregator, node_id: 2, sample: 21.243, missed_samples: 0, msg_ids_in_msg: [187, 192, 192], node_ids_in_msg: [4, 5, 6] , time: 756537649 #
aggregator, node_id: 3, sample: 51.432, missed_samples: 2, msg_ids_in_msg: [151, 191, 0], node_ids_in_msg: [7, 8, 0] , time: 757880723 #
aggregator, node_id: 2, sample: 69.432, missed_samples: 0, msg_ids_in_msg: [188, 193, 193], node_ids_in_msg: [4, 5, 6] , time: 761147013 #
aggregator, node_id: 3, sample: 60.091, missed_samples: 2, msg_ids_in_msg: [151, 193, 0], node_ids_in_msg: [7, 8, 0] , time: 765458730 #
aggregator, node_id: 2, sample: 56.782, missed_samples: 0, msg_ids_in_msg: [189, 194, 194], node_ids_in_msg: [4, 5, 6] , time: 765764197 #
aggregator, node_id: 2, sample: 29.859, missed_samples: 0, msg_ids_in_msg: [190, 195, 195], node_ids_in_msg: [4, 5, 6] , time: 770662654 #
aggregator, node_id: 3, sample: 38.615, missed_samples: 2, msg_ids_in_msg: [151, 196, 0], node_ids_in_msg: [7, 8, 0] , time: 772669757 #
aggregator, node_id: 2, sample: 45.103, missed_samples: 0, msg_ids_in_msg: [191, 196, 196], node_ids_in_msg: [4, 5, 6] , time: 775389210 #
aggregator, node_id: 2, sample: 37.912, missed_samples: 0, msg_ids_in_msg: [192, 197, 197], node_ids_in_msg: [4, 5, 6] , time: 780186081 #
aggregator, node_id: 3, sample: 82.664, missed_samples: 2, msg_ids_in_msg: [151, 198, 0], node_ids_in_msg: [7, 8, 0] , time: 780357231 #
aggregator, node_id: 2, sample: 26.395, missed_samples: 0, msg_ids_in_msg: [193, 198, 198], node_ids_in_msg: [4, 5, 6] , time: 783639211 #
aggregator, node_id: 2, sample: 33.691, missed_samples: 0, msg_ids_in_msg: [194, 199, 199], node_ids_in_msg: [4, 5, 6] , time: 787006395 #
aggregator, node_id: 3, sample: 74.328, missed_samples: 3, msg_ids_in_msg: [151, 200, 0], node_ids_in_msg: [7, 8, 0] , time: 790974433 #
aggregator, node_id: 2, sample: 60.496, missed_samples: 0, msg_ids_in_msg: [195, 200, 200], node_ids_in_msg: [4, 5, 6] , time: 791967329 #
aggregator, node_id: 2, sample: 26.522, missed_samples: 0, msg_ids_in_msg: [196, 201, 201], node_ids_in_msg: [4, 5, 6] , time: 795131381 #
aggregator, node_id: 3, sample: 54.535, missed_samples: 1, msg_ids_in_msg: [151, 203, 0], node_ids_in_msg: [7, 8, 0] , time: 796294739 #
aggregator, node_id: 2, sample: 29.228, missed_samples: 0, msg_ids_in_msg: [197, 202, 202], node_ids_in_msg: [4, 5, 6] , time: 799834512 #
aggregator, node_id: 2, sample: 12.652, missed_samples: 0, msg_ids_in_msg: [198, 203, 203], node_ids_in_msg: [4, 5, 6] , time: 803240787 #
aggregator, node_id: 3, sample: 46.211, missed_samples: 2, msg_ids_in_msg: [151, 204, 0], node_ids_in_msg: [7, 8, 0] , time: 805075996 #
aggregator, node_id: 2, sample: 42.902, missed_samples: 1, msg_ids_in_msg: [199, 204, 204], node_ids_in_msg: [4, 5, 6] , time: 807805436 #
aggregator, node_id: 2, sample: 38.040, missed_samples: 0, msg_ids_in_msg: [200, 205, 206], node_ids_in_msg: [4, 5, 6] , time: 811662553 #
aggregator, node_id: 3, sample: 30.439, missed_samples: 2, msg_ids_in_msg: [151, 206, 0], node_ids_in_msg: [7, 8, 0] , time: 812008053 #
aggregator, node_id: 2, sample: 80.663, missed_samples: 0, msg_ids_in_msg: [201, 206, 207], node_ids_in_msg: [4, 5, 6] , time: 816208130 #
aggregator, node_id: 3, sample: 15.016, missed_samples: 2, msg_ids_in_msg: [151, 208, 0], node_ids_in_msg: [7, 8, 0] , time: 820099360 #
aggregator, node_id: 2, sample: 44.737, missed_samples: 0, msg_ids_in_msg: [202, 207, 208], node_ids_in_msg: [4, 5, 6] , time: 820967316 #
aggregator, node_id: 2, sample: 54.501, missed_samples: 0, msg_ids_in_msg: [203, 208, 209], node_ids_in_msg: [4, 5, 6] , time: 824217309 #
aggregator, node_id: 3, sample: 42.679, missed_samples: 2, msg_ids_in_msg: [151, 210, 0], node_ids_in_msg: [7, 8, 0] , time: 827708821 #
aggregator, node_id: 2, sample: 59.195, missed_samples: 0, msg_ids_in_msg: [204, 209, 210], node_ids_in_msg: [4, 5, 6] , time: 828248583 #
aggregator, node_id: 2, sample: 50.617, missed_samples: 0, msg_ids_in_msg: [205, 210, 211], node_ids_in_msg: [4, 5, 6] , time: 832985176 #
aggregator, node_id: 3, sample: 41.550, missed_samples: 2, msg_ids_in_msg: [151, 212, 0], node_ids_in_msg: [7, 8, 0] , time: 836943202 #
aggregator, node_id: 2, sample: 75.577, missed_samples: 1, msg_ids_in_msg: [206, 211, 212], node_ids_in_msg: [4, 5, 6] , time: 837428270 #
aggregator, node_id: 2, sample: 49.018, missed_samples: 0, msg_ids_in_msg: [208, 212, 213], node_ids_in_msg: [4, 5, 6] , time: 841568796 #
aggregator, node_id: 2, sample: 62.420, missed_samples: 0, msg_ids_in_msg: [209, 213, 214], node_ids_in_msg: [4, 5, 6] , time: 845701711 #
aggregator, node_id: 3, sample: 42.773, missed_samples: 3, msg_ids_in_msg: [151, 214, 0], node_ids_in_msg: [7, 8, 0] , time: 847833809 #
aggregator, node_id: 2, sample: 46.213, missed_samples: 1, msg_ids_in_msg: [210, 214, 215], node_ids_in_msg: [4, 5, 6] , time: 850045463 #
aggregator, node_id: 2, sample: 65.175, missed_samples: 0, msg_ids_in_msg: [211, 215, 217], node_ids_in_msg: [4, 5, 6] , time: 854264211 #
aggregator, node_id: 3, sample: 44.329, missed_samples: 2, msg_ids_in_msg: [151, 216, 0], node_ids_in_msg: [7, 8, 0] , time: 854786943 #
aggregator, node_id: 2, sample: 44.840, missed_samples: 0, msg_ids_in_msg: [212, 216, 218], node_ids_in_msg: [4, 5, 6] , time: 858803257 #
aggregator, node_id: 3, sample: 60.469, missed_samples: 2, msg_ids_in_msg: [151, 218, 0], node_ids_in_msg: [7, 8, 0] , time: 862357257 #
aggregator, node_id: 2, sample: 75.023, missed_samples: 1, msg_ids_in_msg: [213, 217, 219], node_ids_in_msg: [4, 5, 6] , time: 863646920 #
aggregator, node_id: 2, sample: 45.005, missed_samples: 0, msg_ids_in_msg: [215, 218, 220], node_ids_in_msg: [4, 5, 6] , time: 868594324 #
aggregator, node_id: 2, sample: 33.857, missed_samples: 0, msg_ids_in_msg: [216, 219, 221], node_ids_in_msg: [4, 5, 6] , time: 873482953 #
aggregator, node_id: 3, sample: 82.452, missed_samples: 3, msg_ids_in_msg: [151, 220, 0], node_ids_in_msg: [7, 8, 0] , time: 874216632 #
aggregator, node_id: 2, sample: 53.728, missed_samples: 0, msg_ids_in_msg: [217, 220, 222], node_ids_in_msg: [4, 5, 6] , time: 877936069 #
aggregator, node_id: 3, sample: 28.619, missed_samples: 2, msg_ids_in_msg: [151, 222, 0], node_ids_in_msg: [7, 8, 0] , time: 882029133 #
aggregator, node_id: 2, sample: 44.280, missed_samples: 0, msg_ids_in_msg: [218, 221, 223], node_ids_in_msg: [4, 5, 6] , time: 882287641 #
aggregator, node_id: 2, sample: 56.255, missed_samples: 0, msg_ids_in_msg: [219, 222, 224], node_ids_in_msg: [4, 5, 6] , time: 885818882 #
aggregator, node_id: 3, sample: 35.770, missed_samples: 2, msg_ids_in_msg: [151, 224, 0], node_ids_in_msg: [7, 8, 0] , time: 888730619 #
aggregator, node_id: 2, sample: 44.327, missed_samples: 0, msg_ids_in_msg: [220, 223, 225], node_ids_in_msg: [4, 5, 6] , time: 889881386 #
aggregator, node_id: 2, sample: 35.598, missed_samples: 0, msg_ids_in_msg: [221, 224, 226], node_ids_in_msg: [4, 5, 6] , time: 894006387 #
aggregator, node_id: 2, sample: 14.818, missed_samples: 0, msg_ids_in_msg: [222, 225, 227], node_ids_in_msg: [4, 5, 6] , time: 897528229 #
aggregator, node_id: 3, sample: 51.469, missed_samples: 3, msg_ids_in_msg: [151, 226, 0], node_ids_in_msg: [7, 8, 0] , time: 900591671 #
aggregator, node_id: 2, sample: 67.394, missed_samples: 0, msg_ids_in_msg: [223, 226, 228], node_ids_in_msg: [4, 5, 6] , time: 901592324 #
aggregator, node_id: 2, sample: 27.365, missed_samples: 0, msg_ids_in_msg: [224, 227, 229], node_ids_in_msg: [4, 5, 6] , time: 905545479 #
aggregator, node_id: 3, sample: 40.664, missed_samples: 2, msg_ids_in_msg: [151, 228, 0], node_ids_in_msg: [7, 8, 0] , time: 908484620 #
aggregator, node_id: 2, sample: 65.997, missed_samples: 0, msg_ids_in_msg: [225, 228, 230], node_ids_in_msg: [4, 5, 6] , time: 910045459 #
aggregator, node_id: 2, sample: 47.374, missed_samples: 0, msg_ids_in_msg: [226, 229, 231], node_ids_in_msg: [4, 5, 6] , time: 913950144 #
aggregator, node_id: 3, sample: 13.401, missed_samples: 2, msg_ids_in_msg: [151, 230, 0], node_ids_in_msg: [7, 8, 0] , time: 917310385 #
aggregator, node_id: 2, sample: 45.917, missed_samples: 0, msg_ids_in_msg: [227, 230, 232], node_ids_in_msg: [4, 5, 6] , time: 917532272 #
aggregator, node_id: 2, sample: 60.839, missed_samples: 0, msg_ids_in_msg: [228, 231, 233], node_ids_in_msg: [4, 5, 6] , time: 921225151 #
aggregator, node_id: 2, sample: 57.786, missed_samples: 0, msg_ids_in_msg: [229, 232, 234], node_ids_in_msg: [4, 5, 6] , time: 924881379 #
aggregator, node_id: 3, sample: 71.220, missed_samples: 2, msg_ids_in_msg: [151, 233, 0], node_ids_in_msg: [7, 8, 0] , time: 925484624 #
aggregator, node_id: 2, sample: 10.926, missed_samples: 0, msg_ids_in_msg: [230, 233, 235], node_ids_in_msg: [4, 5, 6] , time: 928482966 #
aggregator, node_id: 2, sample: 28.223, missed_samples: 0, msg_ids_in_msg: [231, 234, 236], node_ids_in_msg: [4, 5, 6] , time: 932350146 #
aggregator, node_id: 3, sample: 39.142, missed_samples: 2, msg_ids_in_msg: [151, 235, 0], node_ids_in_msg: [7, 8, 0] , time: 932555986 #
aggregator, node_id: 2, sample: 63.256, missed_samples: 0, msg_ids_in_msg: [232, 235, 237], node_ids_in_msg: [4, 5, 6] , time: 936201702 #
aggregator, node_id: 3, sample: 35.951, missed_samples: 2, msg_ids_in_msg: [151, 237, 0], node_ids_in_msg: [7, 8, 0] , time: 939865086 #
aggregator, node_id: 2, sample: 53.398, missed_samples: 0, msg_ids_in_msg: [233, 236, 238], node_ids_in_msg: [4, 5, 6] , time: 940607958 #
aggregator, node_id: 2, sample: 55.706, missed_samples: 0, msg_ids_in_msg: [234, 237, 239], node_ids_in_msg: [4, 5, 6] , time: 944381409 #
aggregator, node_id: 3, sample: 52.137, missed_samples: 2, msg_ids_in_msg: [151, 239, 0], node_ids_in_msg: [7, 8, 0] , time: 947990058 #
aggregator, node_id: 2, sample: 20.709, missed_samples: 0, msg_ids_in_msg: [235, 238, 240], node_ids_in_msg: [4, 5, 6] , time: 948795446 #
aggregator, node_id: 2, sample: 41.759, missed_samples: 0, msg_ids_in_msg: [236, 239, 241], node_ids_in_msg: [4, 5, 6] , time: 953178248 #
aggregator, node_id: 3, sample: 78.302, missed_samples: 2, msg_ids_in_msg: [151, 241, 0], node_ids_in_msg: [7, 8, 0] , time: 954755689 #
aggregator, node_id: 2, sample: 53.136, missed_samples: 0, msg_ids_in_msg: [237, 240, 242], node_ids_in_msg: [4, 5, 6] , time: 957162627 #
aggregator, node_id: 2, sample: 49.974, missed_samples: 0, msg_ids_in_msg: [238, 241, 243], node_ids_in_msg: [4, 5, 6] , time: 961826705 #
aggregator, node_id: 3, sample: 50.381, missed_samples: 3, msg_ids_in_msg: [151, 243, 0], node_ids_in_msg: [7, 8, 0] , time: 964810382 #
aggregator, node_id: 2, sample: 67.977, missed_samples: 0, msg_ids_in_msg: [239, 242, 244], node_ids_in_msg: [4, 5, 6] , time: 966732974 #
aggregator, node_id: 2, sample: 12.457, missed_samples: 1, msg_ids_in_msg: [240, 243, 245], node_ids_in_msg: [4, 5, 6] , time: 971076704 #
aggregator, node_id: 3, sample: 38.736, missed_samples: 2, msg_ids_in_msg: [151, 245, 0], node_ids_in_msg: [7, 8, 0] , time: 971255698 #
aggregator, node_id: 2, sample: 40.735, missed_samples: 0, msg_ids_in_msg: [242, 244, 246], node_ids_in_msg: [4, 5, 6] , time: 975904823 #
aggregator, node_id: 3, sample: 72.961, missed_samples: 2, msg_ids_in_msg: [151, 247, 0], node_ids_in_msg: [7, 8, 0] , time: 980294755 #
aggregator, node_id: 2, sample: 28.151, missed_samples: 0, msg_ids_in_msg: [243, 245, 247], node_ids_in_msg: [4, 5, 6] , time: 980438210 #
aggregator, node_id: 2, sample: 61.212, missed_samples: 0, msg_ids_in_msg: [244, 246, 248], node_ids_in_msg: [4, 5, 6] , time: 984053252 #
aggregator, node_id: 2, sample: 54.267, missed_samples: 0, msg_ids_in_msg: [245, 247, 249], node_ids_in_msg: [4, 5, 6] , time: 988272014 #
aggregator, node_id: 3, sample: 36.903, missed_samples: 3, msg_ids_in_msg: [151, 249, 0], node_ids_in_msg: [7, 8, 0] , time: 991060382 #
aggregator, node_id: 2, sample: 48.183, missed_samples: 0, msg_ids_in_msg: [246, 248, 250], node_ids_in_msg: [4, 5, 6] , time: 992943895 #
aggregator, node_id: 2, sample: 48.335, missed_samples: 0, msg_ids_in_msg: [247, 249, 251], node_ids_in_msg: [4, 5, 6] , time: 995959507 #
aggregator, node_id: 3, sample: 52.990, missed_samples: 2, msg_ids_in_msg: [151, 252, 0], node_ids_in_msg: [7, 8, 0] , time: 997646329 #
aggregator, node_id: 2, sample: 46.636, missed_samples: 1, msg_ids_in_msg: [248, 250, 252], node_ids_in_msg: [4, 5, 6] , time: 1000139189 #
aggregator, node_id: 2, sample: 33.366, missed_samples: 0, msg_ids_in_msg: [249, 251, 254], node_ids_in_msg: [4, 5, 6] , time: 1004147000 #
aggregator, node_id: 3, sample: 49.235, missed_samples: 2, msg_ids_in_msg: [151, 253, 0], node_ids_in_msg: [7, 8, 0] , time: 1007068198 #
aggregator, node_id: 2, sample: 60.808, missed_samples: 0, msg_ids_in_msg: [250, 252, 255], node_ids_in_msg: [4, 5, 6] , time: 1008765322 #
aggregator, node_id: 2, sample: 68.473, missed_samples: 0, msg_ids_in_msg: [251, 253, 256], node_ids_in_msg: [4, 5, 6] , time: 1013123574 #
aggregator, node_id: 3, sample: 48.654, missed_samples: 2, msg_ids_in_msg: [151, 255, 0], node_ids_in_msg: [7, 8, 0] , time: 1015646319 #
aggregator, node_id: 2, sample: 92.937, missed_samples: 0, msg_ids_in_msg: [252, 254, 257], node_ids_in_msg: [4, 5, 6] , time: 1016764172 #
aggregator, node_id: 2, sample: 56.951, missed_samples: 0, msg_ids_in_msg: [253, 255, 258], node_ids_in_msg: [4, 5, 6] , time: 1021272022 #
aggregator, node_id: 3, sample: 19.460, missed_samples: 2, msg_ids_in_msg: [151, 257, 0], node_ids_in_msg: [7, 8, 0] , time: 1023388527 #
aggregator, node_id: 2, sample: 40.919, missed_samples: 0, msg_ids_in_msg: [254, 256, 259], node_ids_in_msg: [4, 5, 6] , time: 1025272020 #
aggregator, node_id: 2, sample: 41.096, missed_samples: 0, msg_ids_in_msg: [255, 257, 260], node_ids_in_msg: [4, 5, 6] , time: 1029115677 #
aggregator, node_id: 3, sample: 63.114, missed_samples: 2, msg_ids_in_msg: [151, 259, 0], node_ids_in_msg: [7, 8, 0] , time: 1031536945 #
aggregator, node_id: 2, sample: 8.825, missed_samples: 0, msg_ids_in_msg: [256, 258, 261], node_ids_in_msg: [4, 5, 6] , time: 1032592213 #
aggregator, node_id: 2, sample: 66.624, missed_samples: 0, msg_ids_in_msg: [257, 259, 262], node_ids_in_msg: [4, 5, 6] , time: 1037365758 #
aggregator, node_id: 3, sample: 77.803, missed_samples: 2, msg_ids_in_msg: [151, 261, 0], node_ids_in_msg: [7, 8, 0] , time: 1040482257 #
aggregator, node_id: 2, sample: 41.273, missed_samples: 1, msg_ids_in_msg: [258, 260, 263], node_ids_in_msg: [4, 5, 6] , time: 1042279851 #
aggregator, node_id: 2, sample: 38.605, missed_samples: 0, msg_ids_in_msg: [259, 261, 265], node_ids_in_msg: [4, 5, 6] , time: 1046016719 #
aggregator, node_id: 3, sample: 73.691, missed_samples: 2, msg_ids_in_msg: [151, 263, 0], node_ids_in_msg: [7, 8, 0] , time: 1048372856 #
aggregator, node_id: 2, sample: 24.820, missed_samples: 0, msg_ids_in_msg: [260, 262, 266], node_ids_in_msg: [4, 5, 6] , time: 1050795443 #
aggregator, node_id: 2, sample: 39.389, missed_samples: 1, msg_ids_in_msg: [261, 263, 267], node_ids_in_msg: [4, 5, 6] , time: 1055537642 #
aggregator, node_id: 3, sample: 32.747, missed_samples: 2, msg_ids_in_msg: [151, 265, 0], node_ids_in_msg: [7, 8, 0] , time: 1056349449 #
aggregator, node_id: 2, sample: 43.935, missed_samples: 0, msg_ids_in_msg: [262, 265, 268], node_ids_in_msg: [4, 5, 6] , time: 1059998579 #
aggregator, node_id: 3, sample: 24.451, missed_samples: 2, msg_ids_in_msg: [151, 268, 0], node_ids_in_msg: [7, 8, 0] , time: 1063208829 #
aggregator, node_id: 2, sample: 54.005, missed_samples: 0, msg_ids_in_msg: [263, 266, 269], node_ids_in_msg: [4, 5, 6] , time: 1064060916 #
aggregator, node_id: 2, sample: 78.078, missed_samples: 0, msg_ids_in_msg: [264, 267, 270], node_ids_in_msg: [4, 5, 6] , time: 1068185968 #
aggregator, node_id: 2, sample: 26.728, missed_samples: 0, msg_ids_in_msg: [265, 268, 271], node_ids_in_msg: [4, 5, 6] , time: 1072576712 #
aggregator, node_id: 3, sample: 34.338, missed_samples: 3, msg_ids_in_msg: [151, 270, 0], node_ids_in_msg: [7, 8, 0] , time: 1074302558 #
aggregator, node_id: 2, sample: 34.333, missed_samples: 0, msg_ids_in_msg: [266, 269, 272], node_ids_in_msg: [4, 5, 6] , time: 1076873578 #
aggregator, node_id: 2, sample: 40.126, missed_samples: 0, msg_ids_in_msg: [267, 270, 273], node_ids_in_msg: [4, 5, 6] , time: 1081217315 #
aggregator, node_id: 3, sample: 44.544, missed_samples: 2, msg_ids_in_msg: [151, 273, 0], node_ids_in_msg: [7, 8, 0] , time: 1081922476 #
aggregator, node_id: 2, sample: 54.583, missed_samples: 1, msg_ids_in_msg: [268, 271, 274], node_ids_in_msg: [4, 5, 6] , time: 1086084518 #
aggregator, node_id: 3, sample: 79.394, missed_samples: 2, msg_ids_in_msg: [151, 275, 0], node_ids_in_msg: [7, 8, 0] , time: 1090273688 #
aggregator, node_id: 2, sample: 83.073, missed_samples: 0, msg_ids_in_msg: [269, 272, 276], node_ids_in_msg: [4, 5, 6] , time: 1091060987 #
aggregator, node_id: 2, sample: 53.376, missed_samples: 1, msg_ids_in_msg: [270, 273, 277], node_ids_in_msg: [4, 5, 6] , time: 1095899321 #
aggregator, node_id: 3, sample: 58.695, missed_samples: 2, msg_ids_in_msg: [151, 277, 0], node_ids_in_msg: [7, 8, 0] , time: 1098451003 #
aggregator, node_id: 2, sample: 36.034, missed_samples: 1, msg_ids_in_msg: [271, 275, 278], node_ids_in_msg: [4, 5, 6] , time: 1100336839 #
aggregator, node_id: 2, sample: 25.777, missed_samples: 0, msg_ids_in_msg: [272, 276, 280], node_ids_in_msg: [4, 5, 6] , time: 1104367139 #
aggregator, node_id: 3, sample: 31.719, missed_samples: 2, msg_ids_in_msg: [151, 279, 0], node_ids_in_msg: [7, 8, 0] , time: 1107700996 #
aggregator, node_id: 2, sample: 55.452, missed_samples: 0, msg_ids_in_msg: [273, 277, 281], node_ids_in_msg: [4, 5, 6] , time: 1107803269 #
aggregator, node_id: 2, sample: 69.070, missed_samples: 1, msg_ids_in_msg: [274, 278, 282], node_ids_in_msg: [4, 5, 6] , time: 1112685975 #
aggregator, node_id: 2, sample: 30.008, missed_samples: 0, msg_ids_in_msg: [275, 279, 284], node_ids_in_msg: [4, 5, 6] , time: 1116365597 #
aggregator, node_id: 3, sample: 48.618, missed_samples: 2, msg_ids_in_msg: [151, 281, 0], node_ids_in_msg: [7, 8, 0] , time: 1117365044 #
aggregator, node_id: 2, sample: 70.750, missed_samples: 0, msg_ids_in_msg: [276, 280, 285], node_ids_in_msg: [4, 5, 6] , time: 1120311052 #
aggregator, node_id: 2, sample: 43.162, missed_samples: 0, msg_ids_in_msg: [277, 281, 286], node_ids_in_msg: [4, 5, 6] , time: 1124568872 #
aggregator, node_id: 3, sample: 94.262, missed_samples: 2, msg_ids_in_msg: [151, 283, 0], node_ids_in_msg: [7, 8, 0] , time: 1125560374 #
aggregator, node_id: 2, sample: 69.756, missed_samples: 0, msg_ids_in_msg: [278, 282, 287], node_ids_in_msg: [4, 5, 6] , time: 1128272003 #
aggregator, node_id: 2, sample: 30.666, missed_samples: 0, msg_ids_in_msg: [279, 283, 288], node_ids_in_msg: [4, 5, 6] , time: 1133084513 #
aggregator, node_id: 3, sample: 86.426, missed_samples: 3, msg_ids_in_msg: [151, 285, 0], node_ids_in_msg: [7, 8, 0] , time: 1135325998 #
aggregator, node_id: 2, sample: 48.008, missed_samples: 0, msg_ids_in_msg: [280, 284, 289], node_ids_in_msg: [4, 5, 6] , time: 1137998391 #
aggregator, node_id: 2, sample: 27.218, missed_samples: 0, msg_ids_in_msg: [281, 285, 290], node_ids_in_msg: [4, 5, 6] , time: 1141818909 #
aggregator, node_id: 3, sample: 77.407, missed_samples: 2, msg_ids_in_msg: [151, 287, 0], node_ids_in_msg: [7, 8, 0] , time: 1144273587 #
aggregator, node_id: 2, sample: 59.251, missed_samples: 0, msg_ids_in_msg: [282, 286, 291], node_ids_in_msg: [4, 5, 6] , time: 1146576679 #
aggregator, node_id: 2, sample: 27.969, missed_samples: 2, msg_ids_in_msg: [283, 287, 292], node_ids_in_msg: [4, 5, 6] , time: 1151209520 #
aggregator, node_id: 3, sample: 35.895, missed_samples: 2, msg_ids_in_msg: [151, 289, 0], node_ids_in_msg: [7, 8, 0] , time: 1151414450 #
aggregator, node_id: 2, sample: 20.916, missed_samples: 0, msg_ids_in_msg: [285, 288, 294], node_ids_in_msg: [4, 5, 6] , time: 1155553266 #
aggregator, node_id: 2, sample: 54.591, missed_samples: 0, msg_ids_in_msg: [286, 289, 295], node_ids_in_msg: [4, 5, 6] , time: 1159623592 #
aggregator, node_id: 3, sample: 77.395, missed_samples: 2, msg_ids_in_msg: [151, 291, 0], node_ids_in_msg: [7, 8, 0] , time: 1159794746 #
aggregator, node_id: 2, sample: 47.095, missed_samples: 0, msg_ids_in_msg: [287, 290, 296], node_ids_in_msg: [4, 5, 6] , time: 1163842237 #
aggregator, node_id: 3, sample: 26.927, missed_samples: 2, msg_ids_in_msg: [151, 293, 0], node_ids_in_msg: [7, 8, 0] , time: 1167558536 #
aggregator, node_id: 2, sample: 37.193, missed_samples: 0, msg_ids_in_msg: [288, 291, 297], node_ids_in_msg: [4, 5, 6] , time: 1168131385 #
aggregator, node_id: 2, sample: 29.586, missed_samples: 0, msg_ids_in_msg: [289, 292, 298], node_ids_in_msg: [4, 5, 6] , time: 1172289743 #
aggregator, node_id: 3, sample: 55.610, missed_samples: 2, msg_ids_in_msg: [151, 295, 0], node_ids_in_msg: [7, 8, 0] , time: 1175185380 #
aggregator, node_id: 2, sample: 20.278, missed_samples: 0, msg_ids_in_msg: [290, 293, 299], node_ids_in_msg: [4, 5, 6] , time: 1176818887 #
aggregator, node_id: 2, sample: 59.193, missed_samples: 1, msg_ids_in_msg: [291, 294, 300], node_ids_in_msg: [4, 5, 6] , time: 1181711603 #
aggregator, node_id: 3, sample: 72.689, missed_samples: 3, msg_ids_in_msg: [151, 297, 0], node_ids_in_msg: [7, 8, 0] , time: 1185646292 #
aggregator, node_id: 2, sample: 34.757, missed_samples: 0, msg_ids_in_msg: [293, 295, 301], node_ids_in_msg: [4, 5, 6] , time: 1186740755 #
aggregator, node_id: 2, sample: 52.470, missed_samples: 0, msg_ids_in_msg: [294, 296, 302], node_ids_in_msg: [4, 5, 6] , time: 1191547508 #
aggregator, node_id: 3, sample: 45.422, missed_samples: 2, msg_ids_in_msg: [151, 299, 0], node_ids_in_msg: [7, 8, 0] , time: 1193841629 #
aggregator, node_id: 2, sample: 36.875, missed_samples: 0, msg_ids_in_msg: [295, 297, 303], node_ids_in_msg: [4, 5, 6] , time: 1195990756 #
aggregator, node_id: 2, sample: 34.634, missed_samples: 0, msg_ids_in_msg: [296, 298, 304], node_ids_in_msg: [4, 5, 6] , time: 1199756400 #
aggregator, node_id: 3, sample: 58.525, missed_samples: 2, msg_ids_in_msg: [151, 302, 0], node_ids_in_msg: [7, 8, 0] , time: 1200661961 #
aggregator, node_id: 2, sample: 64.128, missed_samples: 0, msg_ids_in_msg: [297, 299, 305], node_ids_in_msg: [4, 5, 6] , time: 1204014197 #
aggregator, node_id: 2, sample: 38.358, missed_samples: 0, msg_ids_in_msg: [298, 300, 306], node_ids_in_msg: [4, 5, 6] , time: 1208748593 #
aggregator, node_id: 3, sample: 52.556, missed_samples: 2, msg_ids_in_msg: [151, 303, 0], node_ids_in_msg: [7, 8, 0] , time: 1209099452 #
aggregator, node_id: 2, sample: 37.453, missed_samples: 0, msg_ids_in_msg: [299, 301, 307], node_ids_in_msg: [4, 5, 6] , time: 1212248566 #
aggregator, node_id: 2, sample: 21.297, missed_samples: 0, msg_ids_in_msg: [300, 302, 308], node_ids_in_msg: [4, 5, 6] , time: 1216068900 #
aggregator, node_id: 3, sample: 44.819, missed_samples: 2, msg_ids_in_msg: [151, 305, 0], node_ids_in_msg: [7, 8, 0] , time: 1218372886 #
aggregator, node_id: 2, sample: 37.620, missed_samples: 0, msg_ids_in_msg: [301, 303, 309], node_ids_in_msg: [4, 5, 6] , time: 1220756408 #
aggregator, node_id: 2, sample: 78.301, missed_samples: 0, msg_ids_in_msg: [302, 304, 310], node_ids_in_msg: [4, 5, 6] , time: 1225068892 #
aggregator, node_id: 3, sample: 60.004, missed_samples: 2, msg_ids_in_msg: [151, 307, 0], node_ids_in_msg: [7, 8, 0] , time: 1225974276 #
aggregator, node_id: 2, sample: 77.445, missed_samples: 0, msg_ids_in_msg: [303, 305, 311], node_ids_in_msg: [4, 5, 6] , time: 1229641488 #
aggregator, node_id: 2, sample: 67.539, missed_samples: 0, msg_ids_in_msg: [304, 306, 312], node_ids_in_msg: [4, 5, 6] , time: 1233162631 #
aggregator, node_id: 3, sample: 40.356, missed_samples: 2, msg_ids_in_msg: [151, 310, 0], node_ids_in_msg: [7, 8, 0] , time: 1234146318 #
aggregator, node_id: 2, sample: 62.669, missed_samples: 0, msg_ids_in_msg: [305, 307, 313], node_ids_in_msg: [4, 5, 6] , time: 1236779840 #
aggregator, node_id: 3, sample: 36.795, missed_samples: 2, msg_ids_in_msg: [151, 312, 0], node_ids_in_msg: [7, 8, 0] , time: 1241271315 #
