[INFO: Main      ] Starting Contiki-NG
[INFO: Main      ] - Routing: RPL Lite
[INFO: Main      ] - Net: sicslowpan
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 26
[INFO: Main      ] Node ID: 6
[INFO: Main      ] Link-layer address: 0012.7406.0006.0606
[INFO: Main      ] Tentative link-local IPv6 address: fe80::212:7406:6:606
[INFO: Sky       ] CC2420 CCA threshold -45
source, node_id: 6, sample: 3, mean: 3.000, variance: 0.000, msg_id: 1 , time: 808815 #
source, node_id: 6, sample: 67, mean: 35.000, variance: 1024.000, msg_id: 2 , time: 4568306 #
source, node_id: 6, sample: 68, mean: 46.000, variance: 924.666, msg_id: 3 , time: 9068495 #
source, node_id: 6, sample: 81, mean: 54.750, variance: 923.187, msg_id: 4 , time: 13904955 #
source, node_id: 6, sample: 5, mean: 44.799, variance: 1134.560, msg_id: 5 , time: 17545920 #
source, node_id: 6, sample: 99, mean: 53.833, variance: 1353.472, msg_id: 6 , time: 20835118 #
source, node_id: 6, sample: 17, mean: 48.571, variance: 1326.244, msg_id: 7 , time: 24499129 #
source, node_id: 6, sample: 60, mean: 50.000, variance: 1174.750, msg_id: 8 , time: 28623517 #
source, node_id: 6, sample: 10, mean: 45.555, variance: 1202.246, msg_id: 9 , time: 32171050 #
source, node_id: 6, sample: 79, mean: 48.900, variance: 1182.689, msg_id: 10 , time: 36499483 #
source, node_id: 6, sample: 107, mean: 54.181, variance: 1354.148, msg_id: 11 , time: 40819989 #
source, node_id: 6, sample: 100, mean: 58.000, variance: 1401.666, msg_id: 12 , time: 45725616 #
source, node_id: 6, sample: 75, mean: 59.307, variance: 1314.366, msg_id: 13 , time: 49976075 #
source, node_id: 6, sample: 64, mean: 59.642, variance: 1221.944, msg_id: 14 , time: 53569822 #
source, node_id: 6, sample: 66, mean: 60.066, variance: 1142.995, msg_id: 15 , time: 56968111 #
source, node_id: 6, sample: 98, mean: 62.437, variance: 1155.871, msg_id: 16 , time: 61015135 #
source, node_id: 6, sample: 72, mean: 63.000, variance: 1092.941, msg_id: 17 , time: 64850504 #
source, node_id: 6, sample: 103, mean: 65.222, variance: 1116.173, msg_id: 18 , time: 68077755 #
source, node_id: 6, sample: 96, mean: 66.842, variance: 1104.659, msg_id: 19 , time: 72429154 #
source, node_id: 6, sample: 66, mean: 66.800, variance: 1049.459, msg_id: 20 , time: 76991663 #
source, node_id: 6, sample: 75, mean: 67.190, variance: 1002.535, msg_id: 21 , time: 80280681 #
source, node_id: 6, sample: 57, mean: 66.727, variance: 961.471, msg_id: 22 , time: 84530394 #
source, node_id: 6, sample: 61, mean: 66.478, variance: 921.031, msg_id: 23 , time: 88710011 #
source, node_id: 6, sample: 77, mean: 66.916, variance: 887.076, msg_id: 24 , time: 92163130 #
source, node_id: 6, sample: 45, mean: 66.040, variance: 870.038, msg_id: 25 , time: 96108342 #
source, node_id: 6, sample: 76, mean: 66.423, variance: 840.243, msg_id: 26 , time: 99131941 #
source, node_id: 6, sample: 72, mean: 66.629, variance: 810.232, msg_id: 27 , time: 102717891 #
source, node_id: 6, sample: 37, mean: 65.571, variance: 811.531, msg_id: 28 , time: 106702202 #
source, node_id: 6, sample: 41, mean: 64.724, variance: 803.648, msg_id: 29 , time: 110803800 #
source, node_id: 6, sample: 85, mean: 65.400, variance: 790.106, msg_id: 30 , time: 114116320 #
source, node_id: 6, sample: 36, mean: 64.451, variance: 791.602, msg_id: 31 , time: 118608532 #
source, node_id: 6, sample: 77, mean: 64.843, variance: 771.631, msg_id: 32 , time: 123608493 #
source, node_id: 6, sample: 7, mean: 63.090, variance: 846.567, msg_id: 33 , time: 127538021 #
source, node_id: 6, sample: 96, mean: 64.058, variance: 852.584, msg_id: 34 , time: 131733408 #
source, node_id: 6, sample: 47, mean: 63.571, variance: 836.301, msg_id: 35 , time: 135421025 #
source, node_id: 6, sample: 105, mean: 64.722, variance: 859.422, msg_id: 36 , time: 139202392 #
source, node_id: 6, sample: 55, mean: 64.459, variance: 838.681, msg_id: 37 , time: 142538231 #
source, node_id: 6, sample: 48, mean: 64.026, variance: 823.552, msg_id: 38 , time: 147272462 #
source, node_id: 6, sample: 26, mean: 63.051, variance: 838.561, msg_id: 39 , time: 151116292 #
source, node_id: 6, sample: 22, mean: 62.025, variance: 858.674, msg_id: 40 , time: 155038137 #
source, node_id: 6, sample: 9, mean: 60.731, variance: 904.635, msg_id: 41 , time: 159827161 #
source, node_id: 6, sample: 93, mean: 61.500, variance: 907.297, msg_id: 42 , time: 163569400 #
source, node_id: 6, sample: 43, mean: 61.069, variance: 893.971, msg_id: 43 , time: 167249083 #
source, node_id: 6, sample: 85, mean: 61.613, variance: 886.373, msg_id: 44 , time: 172202323 #
source, node_id: 6, sample: 5, mean: 60.355, variance: 936.318, msg_id: 45 , time: 175647496 #
source, node_id: 6, sample: 79, mean: 60.760, variance: 923.356, msg_id: 46 , time: 178780399 #
source, node_id: 6, sample: 77, mean: 61.106, variance: 909.201, msg_id: 47 , time: 182163274 #
source, node_id: 6, sample: 78, mean: 61.458, variance: 896.082, msg_id: 48 , time: 185381878 #
source, node_id: 6, sample: 81, mean: 61.857, variance: 885.428, msg_id: 49 , time: 188905449 #
source, node_id: 6, sample: 36, mean: 61.340, variance: 880.824, msg_id: 50 , time: 193577278 #
source, node_id: 6, sample: 43, mean: 60.980, variance: 870.019, msg_id: 51 , time: 198116309 #
source, node_id: 6, sample: 53, mean: 60.826, variance: 854.489, msg_id: 52 , time: 202616382 #
source, node_id: 6, sample: 10, mean: 59.867, variance: 886.190, msg_id: 53 , time: 206046061 #
source, node_id: 6, sample: 76, mean: 60.166, variance: 874.509, msg_id: 54 , time: 209749165 #
source, node_id: 6, sample: 48, mean: 59.945, variance: 861.251, msg_id: 55 , time: 214616346 #
source, node_id: 6, sample: 3, mean: 58.928, variance: 902.744, msg_id: 56 , time: 218506910 #
source, node_id: 6, sample: 48, mean: 58.736, variance: 888.965, msg_id: 57 , time: 221639812 #
source, node_id: 6, sample: 20, mean: 58.068, variance: 899.063, msg_id: 58 , time: 225608365 #
source, node_id: 6, sample: 67, mean: 58.220, variance: 885.154, msg_id: 59 , time: 228874125 #
source, node_id: 6, sample: 72, mean: 58.450, variance: 873.513, msg_id: 60 , time: 232296035 #
source, node_id: 6, sample: 89, mean: 58.950, variance: 874.243, msg_id: 61 , time: 236585118 #
source, node_id: 6, sample: 64, mean: 59.032, variance: 860.547, msg_id: 62 , time: 239834935 #
source, node_id: 6, sample: 106, mean: 59.777, variance: 881.347, msg_id: 63 , time: 243007196 #
source, node_id: 6, sample: 99, mean: 60.390, variance: 891.238, msg_id: 64 , time: 247944404 #
source, node_id: 6, sample: 19, mean: 59.753, variance: 903.478, msg_id: 65 , time: 252561680 #
source, node_id: 6, sample: 4, mean: 58.909, variance: 936.173, msg_id: 66 , time: 257202173 #
source, node_id: 6, sample: 15, mean: 58.253, variance: 950.547, msg_id: 67 , time: 262077314 #
source, node_id: 6, sample: 65, mean: 58.352, variance: 937.228, msg_id: 68 , time: 266905395 #
source, node_id: 6, sample: 75, mean: 58.594, variance: 927.603, msg_id: 69 , time: 271725719 #
source, node_id: 6, sample: 27, mean: 58.142, variance: 928.408, msg_id: 70 , time: 275131928 #
source, node_id: 6, sample: 53, mean: 58.070, variance: 915.698, msg_id: 71 , time: 278592812 #
source, node_id: 6, sample: 36, mean: 57.763, variance: 909.652, msg_id: 72 , time: 281944478 #
source, node_id: 6, sample: 81, mean: 58.082, variance: 904.486, msg_id: 73 , time: 286920919 #
source, node_id: 6, sample: 30, mean: 57.702, variance: 902.776, msg_id: 74 , time: 291460142 #
source, node_id: 6, sample: 89, mean: 58.119, variance: 903.625, msg_id: 75 , time: 295374149 #
source, node_id: 6, sample: 58, mean: 58.118, variance: 891.736, msg_id: 76 , time: 299108540 #
source, node_id: 6, sample: 29, mean: 57.740, variance: 891.023, msg_id: 77 , time: 303960096 #
source, node_id: 6, sample: 100, mean: 58.282, variance: 902.202, msg_id: 78 , time: 307022692 #
source, node_id: 6, sample: 46, mean: 58.126, variance: 892.667, msg_id: 79 , time: 310264785 #
source, node_id: 6, sample: 23, mean: 57.687, variance: 896.739, msg_id: 80 , time: 314030374 #
source, node_id: 6, sample: 27, mean: 57.308, variance: 897.151, msg_id: 81 , time: 318538223 #
source, node_id: 6, sample: 65, mean: 57.402, variance: 886.923, msg_id: 82 , time: 323381959 #
source, node_id: 6, sample: 103, mean: 57.951, variance: 900.985, msg_id: 83 , time: 327030600 #
source, node_id: 6, sample: 40, mean: 57.738, variance: 894.050, msg_id: 84 , time: 330561621 #
source, node_id: 6, sample: 42, mean: 57.552, variance: 886.411, msg_id: 85 , time: 334647589 #
source, node_id: 6, sample: 78, mean: 57.790, variance: 880.909, msg_id: 86 , time: 339131981 #
source, node_id: 6, sample: 89, mean: 58.149, variance: 881.851, msg_id: 87 , time: 343733525 #
source, node_id: 6, sample: 61, mean: 58.181, variance: 871.921, msg_id: 88 , time: 347546053 #
source, node_id: 6, sample: 57, mean: 58.168, variance: 862.140, msg_id: 89 , time: 352538228 #
source, node_id: 6, sample: 60, mean: 58.188, variance: 852.597, msg_id: 90 , time: 357053830 #
source, node_id: 6, sample: 22, mean: 57.791, variance: 857.461, msg_id: 91 , time: 360647666 #
source, node_id: 6, sample: 6, mean: 57.228, variance: 876.980, msg_id: 92 , time: 364045931 #
source, node_id: 6, sample: 84, mean: 57.516, variance: 875.174, msg_id: 93 , time: 368085022 #
source, node_id: 6, sample: 59, mean: 57.531, variance: 865.887, msg_id: 94 , time: 371499163 #
source, node_id: 6, sample: 6, mean: 56.989, variance: 884.431, msg_id: 95 , time: 376374055 #
source, node_id: 6, sample: 86, mean: 57.291, variance: 883.893, msg_id: 96 , time: 379671021 #
source, node_id: 6, sample: 26, mean: 56.969, variance: 884.772, msg_id: 97 , time: 382749157 #
source, node_id: 6, sample: 51, mean: 56.908, variance: 876.103, msg_id: 98 , time: 386819498 #
source, node_id: 6, sample: 59, mean: 56.929, variance: 867.297, msg_id: 99 , time: 390085117 #
source, node_id: 6, sample: 50, mean: 56.830, variance: 862.420, msg_id: 100 , time: 394093966 #
source, node_id: 6, sample: 82, mean: 56.979, variance: 867.699, msg_id: 101 , time: 398437382 #
source, node_id: 6, sample: 24, mean: 56.540, variance: 877.168, msg_id: 102 , time: 401585848 #
source, node_id: 6, sample: 92, mean: 56.650, variance: 883.747, msg_id: 103 , time: 406382727 #
source, node_id: 6, sample: 43, mean: 57.029, variance: 858.789, msg_id: 104 , time: 409546715 #
source, node_id: 6, sample: 109, mean: 57.130, variance: 868.172, msg_id: 105 , time: 413171915 #
source, node_id: 6, sample: 94, mean: 57.900, variance: 865.069, msg_id: 106 , time: 416226389 #
